CIT_ID_NO,legal_form_pol,legal_form_pol_english,sector_pol,sector_long,sector,province_pol,province,revenue,revenue_poland,revenue_outside_poland,revenue_outside_poland_other,expenditure,tax_deductible_expenditure_poland,tax_deductible_expenditure_outside_poland,tax_deductible_expenditure_outside_poland_other,tax_deductible_expediture_intellectual_property,tax_deductible_expenditure_on_interest_income,income_art_7_2_total,loss_art_7_2_total,loss_art_7_3_4_a,income,loss,tax_free_income_total,tax_free_income_statistic_purpose_art_17_1_4d_etc,tax_free_income_art_17_1_4,tax_free_income_non_agriculture_art_17_1_4e,tax_free_income_subsidies_art_17_1_21,tax_free_income_art_17_1_23_24,tax_free_income_art_17_1_34,tax_free_income_art_17_1_39,tax_free_income_housing_coops_art_17_1_44,tax_free_income_subsidies_state_local_art_17_1_47,tax_free_income_amounts_government_agencies_art_17_1_48,tax_free_income_agriculture_producer_groups_art_17_1_49,tax_free_income_financial_programs_central_europe_art_17_1_52,tax_free_income_environmental_finances_art_17_1_53,tax_free_income_other_art_17_1,tax_free_income_other,deductions_from_income_total,loss_from_previous_years,deductions_from_income_art_18_1_1,deductions_from_income_art_18_1_7,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,tax_rate,tax,tax_due
240,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,24 Śląskie,Śląskie,8594288.75,8594288.75,0,0,267229.09,267229.09,0,0,0,0,8327059.66,0,0,8327059.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337130.63,337130.63,0,0,7989929.03,0,7989929,15,1198489.35,1198489
241,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8594280.44,8594280.44,0,0,8578781.53,8578781.53,0,0,0,0,15498.91,0,0,15498.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15498.91,0,15499,19,2944.81,2945
242,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,20 Podlaskie,Podlaskie,8594128.46,8594128.46,0,0,8114563.16,8114563.16,0,0,0,0,479565.3,0,0,479565.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479565.3,0,479565,19,91117.35,91117
243,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,20 Podlaskie,Podlaskie,8593521.42,8593521.42,0,0,7704136.16,7704136.16,0,0,0,0,889385.26,0,0,889385.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889385.26,0,889385,19,168983.15,168983
244,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,20 Podlaskie,Podlaskie,8593511.39,8593511.39,0,0,8482481.37,8482481.37,0,0,0,0,111030.02,0,0,111030.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111030.02,0,111030,19,21095.7,21096
245,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,14 Mazowieckie,Mazowieckie,8592916.8,8592916.8,0,0,8451405.75,8451405.75,0,0,0,0,141511.05,0,0,141511.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141511.05,0,141511,19,26887.09,26887
246,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8592890.27,8592890.27,0,0,8363702.58,8363702.58,0,0,0,0,229187.69,0,0,229187.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31271.66,31271.66,0,0,197916.03,0,197916,19,37604.04,37604
247,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,20 Podlaskie,Podlaskie,8592772.96,8592772.96,0,0,6339142.26,6339142.26,0,0,0,0,2253630.7,0,0,2253630.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253630.7,0,2253631,15,338044.65,338045
248,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8592511.25,8592511.25,0,0,8189912.45,8189912.45,0,0,0,0,402598.8,0,0,402598.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402598.8,0,402599,19,76493.81,76494
249,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8592366.45,8592366.45,0,0,9912942.52,9912942.52,0,0,0,0,0,1320576.07,0,0,1320576.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
250,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,14 Mazowieckie,Mazowieckie,8592324.88,8592324.88,0,0,8331107.12,8331107.12,0,0,0,0,261217.76,0,0,261217.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261217.76,0,261218,19,49631.42,49631
251,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,14 Mazowieckie,Mazowieckie,8592134.26,8592134.26,0,0,7957596.78,7957596.78,0,0,0,0,634537.48,0,0,634537.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634537.48,0,634537,15,95180.55,95181
252,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,30 Wielkopolskie,Wielkopolskie,8591446.87,8591446.87,0,0,7367633.94,7367633.94,0,0,0,0,1223812.93,0,0,1223812.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,0,1208812.93,0,1208813,15,181321.95,181322
253,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,22 Pomorskie,Pomorskie,8589880.88,8589880.88,0,0,6409745.66,6409745.66,0,0,0,0,2180135.22,0,0,2180135.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235016.22,235016.22,0,0,1945119,0,1945119,15,291767.85,291768
254,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,22 Pomorskie,Pomorskie,8589592.81,8589592.81,0,0,11443267.81,11443267.81,0,0,0,0,0,2853675,0,0,2853675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
255,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,22 Pomorskie,Pomorskie,8589494.74,8589494.74,0,0,6952554.66,6952554.66,0,0,0,0,1636940.08,0,0,1636940.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636940.08,0,1636940,19,311018.6,311019
256,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,30 Wielkopolskie,Wielkopolskie,8589084.67,8589084.67,0,0,8807348.81,8807348.81,0,0,0,0,0,218264.14,365263.73,146999.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146999.59,0,147000,19,27930,27930
257,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,06 Lubelskie,Lubelskie,8588809.61,8588809.61,0,0,8215201.24,8215201.24,0,0,0,0,373608.37,0,0,373608.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373608.37,0,373608,19,70985.52,70986
258,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8587977.1,8587977.1,0,0,8220148.97,8220148.97,0,0,0,0,367828.13,0,0,367828.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367828.13,0,367828,19,69887.32,69887
259,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,24 Śląskie,Śląskie,8587754.51,8587754.51,0,0,8502510.84,8502510.84,0,0,0,0,85243.67,0,0,85243.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85243.67,0,85244,19,16196.36,16196
260,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8587666.13,8587666.13,0,0,7631990.07,7631990.07,0,0,0,0,955676.06,0,0,955676.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955676.06,0,955676,19,181578.44,181578
261,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,10 Łódzkie,Łódzkie,8587517.84,8587517.84,0,0,8574656.3,8574656.3,0,0,0,0,12861.54,0,0,12861.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12861.54,0,12862,19,2443.78,2444
262,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8587467.08,8587467.08,0,0,8096089.26,8096089.26,0,0,0,0,491377.82,0,0,491377.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247422.28,247422.28,0,0,243955.54,0,243956,19,46351.64,46352
263,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,30 Wielkopolskie,Wielkopolskie,8587116.11,8587116.11,0,0,8318219.47,8318219.47,0,0,0,0,268896.64,0,0,268896.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268896.64,0,268897,19,51090.43,51090
264,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,30 Wielkopolskie,Wielkopolskie,8586747.35,8586747.35,0,0,8264327.67,8264327.67,0,0,0,0,322419.68,0,0,322419.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121338.59,121338.59,0,0,201081.09,0,201081,19,38205.39,38205
265,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8586716.91,8586716.91,0,0,7816537.48,7816537.48,0,0,0,0,770179.43,0,0,770179.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770179.43,0,770179,19,146334.01,146334
266,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,14 Mazowieckie,Mazowieckie,8586317.17,8586317.17,0,0,8834021.23,8834021.23,0,0,0,0,0,247704.06,0,0,247704.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
267,OSP.29 Gminne samorządowe jednostki organizacyjne,OSP.29 Municipal self-government organizational units,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8585780.43,8585780.43,0,0,7778744.91,7778744.91,0,0,0,0,807035.52,0,33353.65,840389.17,0,671634.76,0,0,0,14202.74,0,0,0,0,657432.02,0,0,0,0,0,0,0,0,0,0,168754.41,0,168754,19,32063.26,32063
268,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,32 Zachodniopomorskie,Zachodniopomorskie,8585426.98,8585426.98,0,0,8383042.91,8383042.91,0,0,0,0,202384.07,0,0,202384.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202384.07,202384.07,0,0,0,0,0,19,0,0
269,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,14 Mazowieckie,Mazowieckie,8585285.38,8585285.38,0,0,7389246.52,7389246.52,0,0,0,0,1196038.86,0,0,1196038.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196038.86,0,1196039,19,227247.41,227247
270,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,14 Mazowieckie,Mazowieckie,8585061.87,8585061.87,0,0,8322023.18,8322023.18,0,0,0,0,263038.69,0,0,263038.69,0,157647.4,0,0,0,0,0,0,0,157647.4,0,0,0,0,0,0,0,0,0,0,0,105391.29,0,105391,19,20024.29,20024
271,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8584702.37,8584702.37,0,0,6334035.45,6334035.45,0,0,0,0,2250666.92,0,0,2250666.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250666.92,0,2250667,19,427626.73,427627
272,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,32 Zachodniopomorskie,Zachodniopomorskie,8584153.2,8584153.2,0,0,9246162.53,9246162.53,0,0,0,0,0,662009.33,0,0,662009.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
273,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,22 Pomorskie,Pomorskie,8584053.61,8584053.61,0,0,8602532.41,8602532.41,0,0,0,0,0,18478.8,0,0,18478.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
274,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,30 Wielkopolskie,Wielkopolskie,8583957.6,8583957.6,0,0,7998496.57,7998496.57,0,0,0,0,585461.03,0,0,585461.03,0,493280.43,0,0,0,0,0,0,0,493280.43,0,0,0,0,0,0,0,0,0,0,0,92180.6,0,92181,19,17514.39,17514
275,OSP.49 Fundusze,OSP.49 Funds,#NAME?,Not determined,Not determined,22 Pomorskie,Pomorskie,8583385.74,8583385.74,0,0,0,0,0,0,0,0,8583385.74,0,0,8583385.74,0,8583385.74,0,0,0,0,0,0,0,0,0,0,0,0,0,8583385.74,0,0,0,0,0,0,0,0,19,0,0
276,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,B Górnictwo i wydobywanie,B Mining and quarrying,Mining and Quarrying,12 Małopolskie,Małopolskie,8583350.44,8583350.44,0,0,8203218.43,8203218.43,0,0,0,0,380132.01,0,0,380132.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380132.01,380132.01,0,0,0,0,0,19,0,0
277,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,06 Lubelskie,Lubelskie,8583019.15,8583019.15,0,0,8574893.73,8574893.73,0,0,0,0,8125.42,0,0,8125.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125.42,0,8125,19,1543.75,1544
278,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,14 Mazowieckie,Mazowieckie,8582182.24,8582182.24,0,0,8819284.95,8819284.95,0,0,0,0,0,237102.71,0,0,237102.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
279,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8582121.99,8582121.99,0,0,8292958.16,8292958.16,0,0,0,0,289163.83,0,0,289163.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289163.83,0,289164,19,54941.16,54941
280,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,30 Wielkopolskie,Wielkopolskie,8581994.66,8581994.66,0,0,7777066.36,7777066.36,0,0,0,0,804928.3,0,0,804928.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804928.3,0,804928,19,152936.32,152936
281,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,06 Lubelskie,Lubelskie,8581938.5,8581938.5,0,0,9092632.33,9092632.33,0,0,0,0,0,510693.83,0,0,510693.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
282,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,14 Mazowieckie,Mazowieckie,8581684.77,8581684.77,0,0,8084699.95,8084699.95,0,0,0,0,496984.82,0,0,496984.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496984.82,0,496985,19,94427.15,94427
283,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,22 Pomorskie,Pomorskie,8581322.96,8581322.96,0,0,8063114.1,8063114.1,0,0,0,0,518208.86,0,0,518208.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518208.86,518208.86,0,0,0,0,0,19,0,0
284,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,10 Łódzkie,Łódzkie,8580338.37,8580338.37,0,0,7389813.05,7389813.05,0,0,0,0,1190525.32,0,0,1190525.32,0,1190525.32,0,0,1190525.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
285,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,32 Zachodniopomorskie,Zachodniopomorskie,8579901.06,8579901.06,0,0,8290552.1,8290552.1,0,0,0,0,289348.96,0,0,289348.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289348.96,0,289349,19,54976.31,54976
286,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,22 Pomorskie,Pomorskie,8578977.73,8578977.73,0,0,8507377.16,8507377.16,0,0,0,0,71600.57,0,0,71600.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71600.57,0,71601,19,13604.19,13604
287,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"A Rolnictwo, leśnictwo, łowiectwo i rybactwo","A Agriculture, forestry, hunting and fishing",Agriculture,30 Wielkopolskie,Wielkopolskie,8578748.07,8578748.07,0,0,8447210.25,8447210.25,0,0,0,0,131537.82,0,0,131537.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131537.82,131537.82,0,0,0,0,0,15,0,0
288,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,06 Lubelskie,Lubelskie,8577896.42,8577896.42,0,0,8036515.2,8036515.2,0,0,0,0,541381.22,0,0,541381.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541381.22,541381.22,0,0,0,0,0,19,0,0
289,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,22 Pomorskie,Pomorskie,8577314.17,8577314.17,0,0,8159544.6,8159544.6,0,0,0,0,417769.57,0,0,417769.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417769.57,0,417770,19,79376.3,79376
290,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,32 Zachodniopomorskie,Zachodniopomorskie,8575862.77,8575862.77,0,0,8444868.02,8444868.02,0,0,0,0,130994.75,0,0,130994.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130994.75,0,130995,19,24889.05,24889
291,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8575043.33,8575043.33,0,0,8208222.63,8208222.63,0,0,0,0,366820.7,0,0,366820.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366820.7,0,366821,19,69695.99,69696
292,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8574062.62,8574062.62,0,0,8342988.73,8342988.73,0,0,0,0,231073.89,0,0,231073.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231073.89,0,231074,15,34661.1,34661
293,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8572287.27,8572287.27,0,0,8347994.74,8347994.74,0,0,0,0,224292.53,0,0,224292.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224292.53,0,224293,19,42615.67,42616
294,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8572274.35,8572274.35,0,0,13483898.11,13483898.11,0,0,0,0,0,4911623.76,0,0,4911623.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
295,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,14 Mazowieckie,Mazowieckie,8571889.3,8571889.3,0,0,8535650.3,8535650.3,0,0,0,0,36239,0,0,36239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36239,36239,0,19,0,0
296,OSP.48 Fundacje,OSP.48 Foundations,S Pozostała działalność usługowa,S Other service activities,Other Service Activities,32 Zachodniopomorskie,Zachodniopomorskie,8571311.67,8571311.67,0,0,6624534.78,6624534.78,0,0,0,0,1946776.89,0,0,1946776.89,0,1946776.89,0,1946776.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
297,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,06 Lubelskie,Lubelskie,8570851.89,8570851.89,0,0,7985033.6,7985033.6,0,0,0,0,585818.29,0,0,585818.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585818.29,0,585818,19,111305.42,111305
298,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,22 Pomorskie,Pomorskie,8570718.96,8570718.96,0,0,16473729.36,16473729.36,0,0,0,0,0,7903010.4,0,0,7903010.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
299,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8570649.79,8570649.79,0,0,7254391.07,7254391.07,0,0,0,0,1316258.72,0,0,1316258.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316258.72,0,1316259,19,250089.21,250089
300,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,06 Lubelskie,Lubelskie,8568550.14,8568550.14,0,0,8361247.76,8361247.76,0,0,0,0,207302.38,0,0,207302.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207302.38,0,207302,19,39387.38,39387
301,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,14 Mazowieckie,Mazowieckie,8568277.37,8568277.37,0,0,7711727.45,7711727.45,0,0,0,0,856549.92,0,0,856549.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,856449.92,0,856450,19,162725.5,162726
